hour_of_day,day_of_week,bus_id,stop_id,historic_fullness
5,3,1,2,39.99
12,4,3,2,50.63
8,5,3,5,57.24
4,5,2,5,0.0
6,1,2,3,27.47
14,1,3,2,46.97
15,2,3,5,18.58
16,5,3,1,36.86
21,0,1,1,42.73
0,0,1,3,20.48
2,2,2,2,26.23
23,1,1,3,45.75
2,2,3,3,13.74
18,6,2,4,49.87
10,5,1,3,43.32
9,0,3,2,63.15
4,1,2,1,25.28
17,4,2,2,85.22
17,4,3,4,46.95
22,2,3,2,43.84
3,5,1,4,1.56
3,6,1,2,31.58
12,3,2,4,27.3
5,6,1,5,10.54
22,6,2,4,28.85
18,4,1,4,76.89
0,3,3,5,7.01
11,2,1,3,43.15
2,1,1,5,10.39
9,5,2,2,76.77
3,6,3,2,9.4
20,2,2,1,66.7
11,4,2,1,50.32
19,4,2,2,73.63
11,6,2,2,32.4
16,2,3,1,23.45
15,2,1,1,46.14
20,1,3,3,64.34
8,3,2,3,66.94
1,2,3,4,17.61
21,0,2,5,29.22
1,1,3,1,18.47
23,4,1,3,38.41
12,1,2,4,39.08
12,0,3,3,45.18
22,3,2,3,36.01
16,6,2,4,16.25
22,2,1,3,32.06
23,2,3,2,28.44
15,2,2,1,50.33
14,5,1,3,39.62
16,0,1,2,54.62
3,1,1,2,33.97
11,0,1,5,46.26
7,6,1,1,61.13
0,5,1,3,22.64
19,0,1,5,64.69
20,6,2,3,55.13
21,0,3,1,39.74
1,5,1,2,28.28
23,0,1,1,47.86
22,0,1,4,35.65
21,1,1,1,44.7
22,0,2,3,54.11
20,4,1,4,79.47
6,5,2,5,20.78
22,1,2,3,35.89
23,5,3,1,33.06
14,1,3,1,44.14
2,1,1,3,25.21
4,4,3,2,22.57
22,0,3,1,34.35
6,1,2,2,19.64
5,3,3,5,6.68
9,4,2,5,51.09
20,2,1,4,82.74
8,6,2,2,65.15
16,0,3,3,20.49
9,6,1,1,64.6
1,0,2,3,11.63
23,0,3,4,28.79
2,5,3,4,2.33
0,5,3,1,17.66
10,4,2,5,18.67
21,0,3,3,30.27
23,6,2,4,9.08
11,5,2,3,35.61
15,2,2,3,44.15
17,5,1,2,78.97
18,1,1,3,75.01
13,3,2,3,43.32
12,3,2,4,47.83
4,1,3,4,7.72
13,0,1,3,46.11
12,6,3,2,26.31
12,2,1,4,33.05
21,1,1,5,30.78
5,1,1,1,38.83
12,3,1,3,42.95
10,1,1,4,33.11
12,1,2,5,26.74
8,1,1,4,60.72
19,5,2,4,57.36
13,6,1,4,18.02
21,0,2,1,50.25
2,2,3,4,4.68
19,2,1,2,90.78
16,3,1,4,24.84
15,0,2,2,55.35
10,5,2,5,20.38
13,4,1,5,38.07
4,4,2,3,12.04
23,2,3,2,42.0
11,4,2,1,35.54
0,3,2,4,12.98
7,1,2,2,83.24
10,5,2,3,31.37
17,2,3,3,65.12
22,1,1,3,32.2
20,4,1,5,70.16
19,1,1,4,70.16
18,3,1,3,56.44
16,0,2,2,51.26
19,2,1,5,64.81
15,3,3,3,44.62
2,3,2,2,21.24
8,5,1,3,34.59
1,3,1,2,37.23
20,0,2,3,72.33
19,3,3,2,61.47
8,2,2,3,57.17
19,4,1,2,100.0
19,4,1,3,72.56
23,0,3,2,45.85
16,6,3,3,14.79
7,6,2,4,33.28
22,6,1,3,28.64
8,1,1,3,67.88
0,0,3,4,6.8
2,2,2,2,29.08
14,5,2,5,22.11
5,4,2,3,18.8
3,2,2,3,9.89
6,5,3,4,18.89
9,1,3,2,54.41
10,0,1,1,28.6
10,4,2,3,40.91
4,2,3,4,14.06
17,0,3,4,59.54
20,2,2,2,68.84
10,4,1,3,34.34
10,4,3,1,32.9
16,0,3,2,27.23
15,0,1,2,49.09
4,0,3,2,30.22
22,1,1,3,51.42
11,2,1,4,36.64
10,6,1,4,31.05
12,4,1,5,19.69
13,5,2,2,45.28
17,6,1,2,68.57
14,1,1,3,47.46
7,1,1,5,58.02
0,0,3,2,35.56
15,0,1,2,48.0
7,1,1,5,65.02
10,2,2,4,27.76
0,4,2,4,13.73
0,5,3,4,0.0
17,0,1,2,78.23
18,0,1,2,84.89
18,3,1,3,74.5
22,0,3,3,31.93
16,6,1,4,25.68
6,1,3,1,41.38
20,5,3,3,62.39
8,4,2,5,46.6
12,1,1,5,41.95
8,2,1,3,60.51
8,3,1,3,74.7
14,0,2,5,34.96
20,5,3,4,34.71
6,1,1,1,45.74
12,6,1,2,41.25
6,6,3,3,13.93
22,5,1,5,30.81
9,2,2,1,64.77
20,5,1,5,48.55
8,1,3,1,65.61
9,0,1,2,85.48
10,1,2,4,28.87
23,2,2,4,39.33
19,6,1,4,64.25
15,4,3,3,17.57
21,6,1,1,30.76
19,0,1,1,75.51
19,0,1,3,78.83
0,2,2,4,0.0
23,4,1,1,65.39
1,2,1,2,39.25
13,5,2,1,36.19
8,3,3,1,74.45
9,6,1,1,83.75
9,1,2,4,66.97
6,0,3,1,42.59
15,1,1,1,51.05
2,5,1,4,8.87
18,5,3,3,51.19
8,0,3,5,43.39
15,0,3,2,39.5
6,0,2,4,19.2
0,0,2,4,14.39
14,3,1,1,36.52
18,0,3,1,71.53
8,5,2,4,49.71
6,6,2,1,31.18
21,2,1,2,45.82
22,3,1,1,69.61
18,6,2,5,60.88
22,3,1,1,35.04
9,2,1,5,61.86
11,3,2,5,25.14
5,2,3,3,6.88
23,4,3,2,29.28
10,5,3,3,23.46
13,1,3,4,24.55
11,3,2,3,47.74
4,6,3,4,7.95
21,4,2,3,45.99
13,0,3,3,28.18
4,2,2,4,18.8
14,6,3,2,40.06
1,2,3,2,21.21
19,2,3,2,68.83
18,1,1,4,82.88
2,6,2,1,16.82
16,4,1,5,35.09
3,4,1,3,18.42
17,5,1,2,65.25
21,5,2,4,15.44
3,2,3,3,14.01
17,3,3,4,51.49
7,4,2,4,59.92
22,6,1,2,26.49
20,5,2,2,61.04
22,6,1,1,40.37
16,6,1,4,29.83
4,0,3,3,11.86
7,6,2,3,46.86
6,4,3,1,26.78
6,0,1,1,42.01
9,0,1,2,85.16
21,0,1,3,47.43
14,0,2,3,36.03
21,3,1,5,20.77
9,2,2,3,67.14
6,2,2,5,18.41
18,3,3,5,50.85
18,0,3,4,70.6
1,3,2,3,26.62
0,2,3,4,11.26
12,6,3,1,19.82
13,5,3,5,16.69
11,5,2,1,43.5
12,0,2,1,41.99
15,2,3,1,50.81
2,1,3,1,30.34
14,3,3,3,48.31
7,4,2,1,72.44
10,2,3,4,29.7
6,4,2,1,51.31
0,5,1,5,8.58
21,6,1,5,15.99
14,0,3,2,41.41
14,2,3,5,26.91
12,6,3,1,19.68
8,4,1,5,58.85
15,1,2,3,48.77
5,0,2,5,0.0
10,3,1,2,62.28
2,1,2,4,23.98
7,0,2,2,71.32
12,0,2,2,54.35
7,2,3,5,50.03
15,1,3,4,39.84
22,0,1,2,57.86
4,1,3,5,0.0
18,0,2,4,69.7
11,6,3,4,18.35
0,5,3,3,5.66
20,4,1,4,64.17
15,0,2,4,48.99
17,5,2,1,73.32
2,0,2,3,14.08
15,3,3,2,34.32
4,0,1,2,31.91
2,4,1,2,38.48
14,5,3,3,26.92
17,2,2,1,85.03
21,1,3,4,31.32
3,4,1,2,42.76
6,1,2,2,47.61
23,5,2,1,18.89
11,0,3,1,38.43
3,4,3,3,23.48
18,4,1,3,74.59
4,2,1,4,24.02
6,1,3,4,22.45
15,3,1,1,41.76
5,3,3,5,4.01
2,1,3,2,27.47
16,1,1,4,29.75
16,0,3,2,38.11
7,5,2,3,47.48
7,6,2,4,58.95
1,6,2,1,12.64
10,6,2,1,41.62
6,5,3,3,32.23
12,3,3,2,44.35
23,1,2,5,16.93
16,3,3,2,23.31
7,4,3,3,48.22
15,6,1,4,19.01
19,0,2,1,86.03
17,0,3,2,75.93
20,0,2,3,73.12
12,2,2,3,22.24
9,6,3,5,30.42
10,2,2,5,32.1
15,3,3,5,27.29
22,4,3,5,18.82
19,5,3,2,69.52
15,2,1,4,53.09
10,4,3,5,18.23
20,0,2,3,70.55
8,6,2,5,46.54
16,1,2,3,54.14
7,4,1,3,53.21
9,1,2,5,60.47
21,3,2,3,34.08
19,3,3,2,79.53
19,6,1,3,59.74
6,5,3,3,19.61
22,4,3,3,35.69
6,6,2,5,39.9
16,1,1,3,46.46
20,1,1,5,58.22
